lga,vector
Blacktown,"[0.0, 0.0016530922148376703, 0.0036056030075997114, 0.0, 0.0043000527657568455, 0.0, 0.016239052638411522, 0.00892468448728323, 0.0752018541097641, 0.006848884280771017, 0.02293948456645012, 0.0, 0.0, 0.011938999406993389, 0.0177009180188179, 0.0, 0.0, 0.11749786883592606, 0.01920304261147976, 0.1960713267326355, 0.0, 0.00026419281493872404, 0.0009661908843554556, 0.0, 0.0, 0.020551685243844986, 0.001889607636258006, 0.0008907071896828711, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03571635112166405, 0.0007447721436619759, 0.0021361876279115677, 0.026869667693972588, 0.027282310649752617, 0.0, 0.08422970026731491, 0.11089053004980087, 0.0, 0.14668992161750793, 0.027231989428400993, 0.0, 0.011521322652697563, 0.0]"
Bland,"[0.12955325841903687, 0.14398625493049622, 0.12079037725925446, 0.0, 0.0, 0.05154639109969139, 0.05498281866312027, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06975945085287094, 0.3359106481075287, 0.0, 0.040721651166677475, 0.0, 0.0, 0.0, 0.0527491420507431, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Blayney,"[0.0, 0.28185686469078064, 0.0, 0.02141527086496353, 0.0, 0.0714285746216774, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06451183557510376, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04841713234782219, 0.07089651376008987, 0.0, 0.3793562054634094, 0.06211758404970169, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Blue Mountains,"[0.08281724154949188, 0.010398348793387413, 0.03891734778881073, 0.05572546273469925, 0.006524453870952129, 0.0, 0.009149527177214622, 0.07622907310724258, 0.0, 0.08441012352705002, 0.0, 0.0, 0.1987537294626236, 0.0, 0.10227591544389725, 0.07415194809436798, 0.0, 0.0, 0.0, 0.0, 0.16726559400558472, 0.0019879196770489216, 0.037808701395988464, 0.0, 0.01583964191377163, 0.0, 0.007684073876589537, 0.02087315544486046, 0.0, 0.003032851731404662, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00615490460768342, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Boddington,"[0.0, 0.23216374218463898, 0.0, 0.0, 0.0, 0.10467836260795593, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.24678362905979156, 0.0, 0.0, 0.0, 0.0, 0.0, 0.29883041977882385, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11754386126995087, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Bogan,"[0.0, 0.4082309901714325, 0.0949220061302185, 0.0, 0.0, 0.30202457308769226, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08197809755802155, 0.0, 0.07865914702415466, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.034185197204351425, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Boroondara,"[0.0, 0.0, 0.0, 0.011908202432096004, 0.0, 0.0, 0.0, 0.004051973577588797, 0.0, 0.0, 0.01240363996475935, 0.0, 0.0, 0.0, 0.0, 0.0, 0.009826184250414371, 0.0032498363871127367, 0.0, 0.0, 0.0, 0.0, 0.08820562809705734, 0.19838157296180725, 0.20592519640922546, 0.0, 0.0, 0.0, 0.0, 0.001604274963028729, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00662353215739131, 0.2559349238872528, 0.014880829490721226, 0.0, 0.0, 0.0, 0.002695417730137706, 0.0, 0.05086495354771614, 0.0, 0.026075365021824837, 0.09540127217769623, 0.011967183090746403, 0.0]"
Boulia,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.5291576385498047, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4708423316478729, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Bourke,"[0.0, 0.0, 0.11353898793458939, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06512425094842911, 0.6461011171340942, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.17523564398288727, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Boyup Brook,"[0.0, 0.4564860463142395, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5435139536857605, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Break O'Day,"[0.22560974955558777, 0.1822916716337204, 0.136941060423851, 0.0, 0.24047255516052246, 0.0416666679084301, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04674796760082245, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09387703239917755, 0.0, 0.0, 0.03239329159259796, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Brewarrina,"[0.0, 0.08216433227062225, 0.0, 0.0, 0.0, 0.10554442554712296, 0.0, 0.0, 0.0, 0.0, 0.0, 0.022044088691473007, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05010019987821579, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.671342670917511, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06880427151918411, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Bridgetown-Greenbushes,"[0.12061068415641785, 0.2354961782693863, 0.2562977075576782, 0.0, 0.0, 0.07003816962242126, 0.0, 0.07786259800195694, 0.0, 0.08587786555290222, 0.0, 0.08931297808885574, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06450381875038147, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Brighton,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.24531061947345734, 0.0, 0.0, 0.0, 0.06985735893249512, 0.0, 0.0, 0.1997492015361786, 0.0, 0.0, 0.05684727430343628, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12435341626405716, 0.06097497418522835, 0.018862009048461914, 0.0, 0.02575892210006714, 0.0, 0.0, 0.015309054404497147, 0.0, 0.0, 0.0, 0.0, 0.0, 0.015518052503466606, 0.0791577398777008, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08830137550830841]"
Brimbank,"[0.0015005061868578196, 0.0, 0.0016341129085049033, 0.002805741038173437, 0.0, 0.0, 0.0018448004266247153, 0.010154110379517078, 0.003453219775110483, 0.0014388415729627013, 0.014557993039488792, 0.0, 0.0, 0.0, 0.0019681297708302736, 0.0, 0.05507679656147957, 0.013843710534274578, 0.001135657075792551, 0.031346190720796585, 0.0, 0.0010688536567613482, 0.0017471647588536143, 0.0, 0.005359684582799673, 0.0, 0.0024614466819912195, 0.002774908673018217, 0.0, 0.37885725498199463, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.017029717564582825, 0.0, 0.0, 0.015755314379930496, 0.021885806694626808, 0.0, 0.2089557647705078, 0.09937256574630737, 0.0, 0.007600166369229555, 0.08666450530290604, 0.0, 0.0, 0.009707042016088963]"
Brisbane,"[0.004164484329521656, 0.0015423718141391873, 0.006884755101054907, 0.01270425133407116, 0.001976038096472621, 0.0, 0.05305935814976692, 0.031142715364694595, 0.019409585744142532, 0.041448526084423065, 0.025658726692199707, 0.0, 0.0021192526910454035, 0.08695130795240402, 0.056352488696575165, 0.0027291211299598217, 0.002050059149041772, 0.013399405404925346, 0.05594537407159805, 0.003875641617923975, 0.017139878123998642, 0.001288930419832468, 0.016426218673586845, 0.06801401078701019, 0.08412322402000427, 0.013236881233751774, 0.012702642008662224, 0.0034234700724482536, 0.0, 0.024099458009004593, 0.0, 0.0, 0.00023413155577145517, 0.0, 0.0, 0.0009236530167981982, 0.012606093659996986, 0.04716423153877258, 0.04941624030470848, 0.02341395989060402, 0.005368934012949467, 0.0004650448099710047, 0.01930740475654602, 0.004688262939453125, 0.058674491941928864, 0.01309527549892664, 0.027459366247057915, 0.03443101793527603, 0.02238571271300316, 0.018498001620173454]"
Broken Hill,"[0.22096124291419983, 0.007490211632102728, 0.0495375357568264, 0.0, 0.0, 0.021732961758971214, 0.014696703292429447, 0.0, 0.0, 0.018214832991361618, 0.0, 0.0, 0.09135788679122925, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12608523666858673, 0.0, 0.027010157704353333, 0.42291322350502014, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Brookton,"[0.0, 0.5702036619186401, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.42979636788368225, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Broome,"[0.0, 0.0077848550863564014, 0.0, 0.0, 0.009672092273831367, 0.018164660781621933, 0.0, 0.0, 0.012915781699120998, 0.0, 0.0, 0.0, 0.0, 0.3763269782066345, 0.0, 0.0, 0.0, 0.0, 0.07678698003292084, 0.0, 0.0, 0.012267043814063072, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0847487598657608, 0.0, 0.0, 0.0, 0.025359755381941795, 0.30750176310539246, 0.0, 0.020877566188573837, 0.0, 0.01421325746923685, 0.0, 0.03338051587343216, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Broomehill-Tambellup,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.732889711856842, 0.0, 0.0, 0.0, 0.0, 0.26711025834083557, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Bruce Rock,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Bulloo,"[0.0, 0.575667679309845, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4243323504924774, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Buloke,"[0.19806139171123505, 0.0, 0.04006462171673775, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.037802908569574356, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6899838447570801, 0.0, 0.03408723697066307, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Bunbury,"[0.03544764965772629, 0.0, 0.12373293191194534, 0.0, 0.0, 0.0, 0.029044006019830704, 0.0, 0.012564491480588913, 0.05426403507590294, 0.011745068244636059, 0.00024279211356770247, 0.03298937901854515, 0.07095599174499512, 0.0, 0.0, 0.0, 0.0, 0.08309560269117355, 0.016752654686570168, 0.16124430298805237, 0.0, 0.0, 0.03675265610218048, 0.020455235615372658, 0.01590288244187832, 0.0, 0.17031866312026978, 0.0, 0.0, 0.014871017076075077, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01805766299366951, 0.0, 0.09156297147274017, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Bundaberg,"[0.05220600217580795, 0.045158494263887405, 0.09708219021558762, 0.0, 0.09430956840515137, 0.0, 0.0, 0.0, 0.003175915451720357, 0.0, 0.0, 0.00017139861301984638, 0.03556017205119133, 0.0, 0.0, 0.013611066155135632, 0.0, 0.0, 0.0192773025482893, 0.0, 0.015950152650475502, 0.00048394902842119336, 0.0, 0.0, 0.0, 0.0, 0.004012743942439556, 0.14003266394138336, 0.0, 0.0024903209414333105, 0.16803114116191864, 0.0, 0.0, 0.0, 0.0, 0.06885182857513428, 0.0, 0.002157605951651931, 0.0, 0.0, 0.0, 0.20680755376815796, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.030629940330982208]"
Burdekin,"[0.0397995300590992, 0.0, 0.015801886096596718, 0.0, 0.057429246604442596, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02187499962747097, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06662736088037491, 0.010082547552883625, 0.013384434394538403, 0.019280660897493362, 0.0, 0.0, 0.0, 0.0, 0.05748820677399635, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6982311606407166, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Burke,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.6023809313774109, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3976190388202667, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Burnie,"[0.036739151924848557, 0.05491013824939728, 0.03351206332445145, 0.0, 0.0, 0.01866746135056019, 0.0, 0.0, 0.05034256726503372, 0.0, 0.0, 0.00019859001622535288, 0.015092840418219566, 0.0, 0.0, 0.02894449420273304, 0.0, 0.0, 0.020851951092481613, 0.0, 0.039022937417030334, 0.003922152798622847, 0.0, 0.0, 0.0, 0.0, 0.0, 0.277479887008667, 0.011816105805337429, 0.0, 0.30617615580558777, 0.0526759997010231, 0.0, 0.0, 0.0, 0.0, 0.0, 0.022688908502459526, 0.0, 0.0, 0.026958594098687172, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Burnside,"[0.0, 0.0, 0.0, 0.0, 0.012150061316788197, 0.0, 0.0, 0.0, 0.0, 0.0074117546901106834, 0.06707528978586197, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09635280817747116, 0.029277516528964043, 0.17514345049858093, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02025734633207321, 0.4345766007900238, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12402191013097763, 0.015975482761859894, 0.017757780849933624, 0.0]"
Burwood,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.008955223485827446, 0.0, 0.033980101346969604, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09552238881587982, 0.0, 0.015422885306179523, 0.0, 0.0, 0.0, 0.009950248524546623, 0.018134327605366707, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.020074626430869102, 0.0, 0.2429104447364807, 0.0, 0.0, 0.0, 0.0280597023665905, 0.009303482249379158, 0.05529850721359253, 0.0, 0.12273631989955902, 0.20141790807247162, 0.13823382556438446, 0.0]"
Busselton,"[0.04414718970656395, 0.0234945360571146, 0.16899406909942627, 0.043877702206373215, 0.003135871374979615, 0.012176000513136387, 0.044416677206754684, 0.0075211916118860245, 0.0, 0.02393551915884018, 0.0, 0.0020824146922677755, 0.0372384749352932, 0.0, 0.02900681085884571, 0.007055710535496473, 0.0, 0.0, 0.0, 0.0, 0.11585575342178345, 0.0031603705137968063, 0.05404478311538696, 0.0, 0.008182664401829243, 0.020138174295425415, 0.0, 0.056739673018455505, 0.00899113155901432, 0.010632564313709736, 0.023960018530488014, 0.0, 0.031015727669000626, 0.0, 0.052868831902742386, 0.020579155534505844, 0.0, 0.008035670965909958, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1387133151292801]"
Byron,"[0.018164725974202156, 0.10381818562746048, 0.08092565089464188, 0.39088723063468933, 0.052061159163713455, 0.0, 0.030578672885894775, 0.0, 0.0, 0.06541513651609421, 0.0, 0.0012441594153642654, 0.0, 0.003926014062017202, 0.0, 0.0, 0.0, 0.0, 0.006607868708670139, 0.0, 0.0, 0.002626558765769005, 0.08244629204273224, 0.0, 0.0, 0.01296690572053194, 0.0, 0.02366667613387108, 0.0, 0.0, 0.0, 0.013298681005835533, 0.027343858033418655, 0.0, 0.0, 0.031546350568532944, 0.0, 0.0, 0.0, 0.03776714950799942, 0.0, 0.014708728529512882, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Cabonne,"[0.04810226708650589, 0.3527938723564148, 0.03953611105680466, 0.0, 0.024907749146223068, 0.03953611105680466, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02945440076291561, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.016209805384278297, 0.04322614520788193, 0.17119134962558746, 0.0, 0.09864259511232376, 0.03189246356487274, 0.03670268878340721, 0.0, 0.009884027764201164, 0.05792040005326271, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Cairns,"[0.012398253194987774, 0.004893417004495859, 0.01694427989423275, 0.007283225189894438, 0.003581717610359192, 0.0, 0.08406255394220352, 0.021951496601104736, 0.0018208062974736094, 0.08652423322200775, 0.03654789552092552, 0.0005150965298525989, 0.010739163495600224, 0.10160578042268753, 0.04141136631369591, 0.012422211468219757, 0.0, 0.0, 0.1981803923845291, 0.00165310048032552, 0.017082037404179573, 0.0, 0.0052408077754080296, 0.006253032013773918, 0.007450931239873171, 0.04511287063360214, 0.025437382981181145, 0.019004665315151215, 0.002940841717645526, 0.0013236782979220152, 0.00191064877435565, 0.0, 0.0, 0.018549464643001556, 0.0, 0.005594187881797552, 0.0, 0.028875352814793587, 0.0, 0.021077031269669533, 0.04759252443909645, 0.06251834332942963, 0.0, 0.0, 0.001844764337874949, 0.0, 0.0, 0.0, 0.0, 0.039656441658735275]"
Cambridge,"[0.010649955831468105, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.036607082933187485, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04763372242450714, 0.0, 0.0, 0.0017122115241363645, 0.16074241697788239, 0.07098829001188278, 0.15937264263629913, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.014485308900475502, 0.4863708019256592, 0.011437572538852692, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Camden,"[0.0, 0.0020024296827614307, 0.011436470784246922, 0.0, 0.02544509992003441, 0.0, 0.020937539637088776, 0.009316744282841682, 0.010682418011128902, 0.01103430986404419, 0.0, 0.0, 0.03364752233028412, 0.07539692521095276, 0.10006283968687057, 0.05149344354867935, 0.00151648442260921, 0.03330400958657265, 0.003745130030438304, 0.00470026396214962, 0.0025302667636424303, 0.00300783384591341, 0.0071048554964363575, 0.0, 0.012869171798229218, 0.18800218403339386, 0.026643207296729088, 0.0181475430727005, 0.0, 0.0, 0.003719995031133294, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07933475822210312, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.005965397227555513, 0.006149721331894398, 0.0, 0.0, 0.251803457736969]"
Campaspe,"[0.0822773426771164, 0.028582444414496422, 0.06307672709226608, 0.0, 0.004857987631112337, 0.010332861915230751, 0.0, 0.0, 0.03505976125597954, 0.009793085977435112, 0.0, 0.00015422182332258672, 0.07847320288419724, 0.0, 0.0, 0.013057447969913483, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09245598316192627, 0.02269631065428257, 0.0, 0.2552628219127655, 0.23153835535049438, 0.0, 0.0, 0.01573062501847744, 0.01835239678621292, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03829842060804367]"
Campbelltown (NSW),"[0.0021713930182158947, 0.002013062359765172, 0.004218383226543665, 0.0, 0.0022901410702615976, 0.0, 0.06829144060611725, 0.010534648783504963, 0.1027509942650795, 0.0180327408015728, 0.007271904963999987, 0.0, 0.002114846371114254, 0.014939635992050171, 0.004031779244542122, 0.0, 0.0, 0.06355282664299011, 0.02050948515534401, 0.07863948494195938, 0.0, 0.0007633803761564195, 0.0, 0.0, 0.0, 0.016839604824781418, 0.048449207097291946, 0.0011705165961757302, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04953490197658539, 0.005852582864463329, 0.003816901706159115, 0.1459244042634964, 0.07225536555051804, 0.0, 0.09001102298498154, 0.026509089395403862, 0.002702931873500347, 0.09390709549188614, 0.03571489080786705, 0.0, 0.005185331683605909, 0.0]"
Campbelltown (SA),"[0.021907662972807884, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07236278057098389, 0.0053629083558917046, 0.0668904259800911, 0.15827876329421997, 0.0, 0.0, 0.0, 0.0, 0.0, 0.35302165150642395, 0.0, 0.0, 0.0, 0.0, 5.4723554058000445e-05, 0.0, 0.0, 0.011893252842128277, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0100326519459486, 0.0, 0.02358585223555565, 0.013516717590391636, 0.0, 0.0, 0.0, 0.0, 0.012841794639825821, 0.026157859712839127, 0.008938180282711983, 0.0, 0.16400648653507233, 0.005581802688539028, 0.04556648060679436, 0.0]"
Canada Bay,"[0.0024571402464061975, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.006350417155772448, 0.013149627484381199, 0.003736199578270316, 0.03716003894805908, 0.0, 0.0, 0.0, 0.0, 0.0, 0.21493805944919586, 0.0, 0.003242527600377798, 0.0, 0.0, 0.0020420069340616465, 0.023382103070616722, 0.13269679248332977, 0.10424333810806274, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12820886075496674, 0.03712638095021248, 0.13483978807926178, 0.0, 0.0, 0.0, 0.0035454626195132732, 0.018176106736063957, 0.012050085701048374, 0.0, 0.0679696649312973, 0.021732788532972336, 0.03295260667800903, 0.0]"
Canning,"[0.0, 0.0, 0.003817231860011816, 0.001595727982930839, 0.0, 0.0, 0.004933198448270559, 0.007123413495719433, 0.006904392037540674, 0.01164985727518797, 0.031205348670482635, 0.0, 0.0, 0.0030975898262113333, 0.006341193802654743, 0.0, 0.0, 0.024665992707014084, 0.009052888490259647, 0.49402904510498047, 0.0, 0.00022945109230931848, 0.0, 0.0, 0.01836651749908924, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002576109953224659, 0.0, 0.0, 0.0, 0.013412458822131157, 0.012661528773605824, 0.0039006685838103294, 0.0, 0.0, 0.0, 0.014434559270739555, 0.07559370249509811, 0.04562947899103165, 0.0, 0.09470072388648987, 0.009136325679719448, 0.08979881554841995, 0.015143771655857563]"
Canterbury-Bankstown,"[0.0032341161277145147, 0.0, 0.0, 0.0031347288750112057, 0.00291446503251791, 0.0, 0.002535718958824873, 0.014282221905887127, 0.05545004829764366, 0.017806442454457283, 0.027275096625089645, 0.0, 0.001977001316845417, 0.0, 0.0028285086154937744, 0.0, 0.08569064736366272, 0.0, 0.024513740092515945, 0.03344785422086716, 0.0, 0.0006393020157702267, 0.0, 0.0, 0.0012571149272844195, 0.0, 0.0, 0.0, 0.0, 0.023493006825447083, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.034597523510456085, 0.002393353497609496, 0.023213647305965424, 0.01653321087360382, 0.0, 0.0, 0.24133114516735077, 0.19925808906555176, 0.0005426008719950914, 0.0, 0.08481764793395996, 0.04399096220731735, 0.049605004489421844, 0.0032368022948503494]"
